index,job title,salary estimate,job description,rating,company name,location,headquarters,size,founded,type of ownership,industry,sector,revenue,competitors
58.0,Data Scientist,$75K-$131K (Glassdoor est.),b9e711fc2fbba7c576107d0d78dc134e06d4c53a2f26027078490adcf1b638f6,3.2,bf994b6106fb89eefb9701c3534c8352c0b474ecbae46926e7cdcd290fcd8072,"San Francisco, CA","San Francisco, CA",3.0,2011.0,2.0,Express Delivery Services,Transportation & Logistics,13.0,"DoorDash, Uber, Grubhub"
59.0,Data Scientist - Intermediate,$75K-$131K (Glassdoor est.),9ca49f046804833b740f727bc31552ed2cd28428d0fc4de306d631f1e68dc5e9,4.5,1fce6152e235e2349efa72b1a36fb43435c264199fa940a0a0c98430866b9828,"Saint Louis, MO","Saint Louis, MO",4.0,1994.0,2.0,Staffing & Outsourcing,Business Services,6.0,-1
60.0,Data Analyst,$75K-$131K (Glassdoor est.),1cc5703bd05ad62f575b0b7468963e040498c56c3e0f52fa0baabfb27874d142,3.8,f86e7dd66cc2d2b98fe1152075e9cd70da2fbba1dfcb77e40572e30fc4289d0a,"Fort Wayne, IN","Zurich, Switzerland",2.0,1863.0,3.0,Insurance Agencies & Brokerages,Insurance,3.0,"Munich Re, Hannover RE, SCOR"
61.0,Machine Learning Engineer,$75K-$131K (Glassdoor est.),fa30ed9c0db238b8130888888cec31779d82396a92bc8fe3387972fe6b866bf8,4.5,3f424bc03bafa8898b71484d9b107991557bd3cc11fa313ec3c728443d20a3ef,"Woburn, MA","Woburn, MA",4.0,2010.0,2.0,Aerospace & Defense,Aerospace & Defense,4.0,-1
62.0,Data Scientist,$79K-$131K (Glassdoor est.),7a0662e9cb84ddccf0414be408f3170ab940f8d7588eee621d7883320afd2f92,3.5,b118c22c04a8938f5ecd4ff36611a23bab13145d9fdcef90d394e488686da46f,"Bedford, MA","Bedford, MA",3.0,1990.0,3.0,Consumer Electronics & Appliances Stores,Retail,0.0,-1
63.0,Data Scientist,$79K-$131K (Glassdoor est.),d4aac016981598ed5b11155947592f7f832ec322d33bb66f1551077d4794f24a,4.2,6d4f0ae66a9cbf4c38c0626ac93eb305dd1a6ccb36eb5b93aec65de6af1d2ee6,"Santa Barbara, CA","Santa Barbara, CA",7.0,2010.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
65.0,Data Engineer,$79K-$131K (Glassdoor est.),5febf0ef5102cc5e5802ac9b0dc156fecd340ab2b6e00e10d0c803118cc1b2f0,3.7,061c522dc73a9c4d08bc77d11d793293fca67daa0d35833435b7ae37d8513549,"Coral Gables, FL","Coral Gables, FL",3.0,1995.0,2.0,Investment Banking & Asset Management,Finance,4.0,-1
66.0,Data Scientist,$79K-$131K (Glassdoor est.),861b372461a54d1cfa3aab1eb0443cc6295c4daeff4f05183b63df6e5703952d,3.7,05d1c096f3f9fdfb51e6255b45208d19559bd9bd7763373a7bb4bf82360877d1,"New York, NY","New York, NY",6.0,2012.0,2.0,Internet,Information Technology,13.0,-1
67.0,Data Scientist,$79K-$131K (Glassdoor est.),e78d7e24c7c5e9294e3d7b5a53e8286edb7efa8d386cdfe03b691c44f0cd5177,4.0,6580ce6e66e8132667f1fdd20a3f3573f1349c018e1836bb1ac9b0338f7b3d17,"Santa Clara, CA","San Ramon, CA",3.0,2006.0,2.0,Enterprise Software & Network Solutions,Information Technology,9.0,"Luxoft, EPAM, Capgemini Invent"
68.0,Data & Machine Learning Scientist,$79K-$131K (Glassdoor est.),2c9466e0ecc351c332e50ebcb60607f12aa9f5405caf9bdcc75a54892bcc91b9,3.3,a0b75d92440c2257ca5d5273e62706d6e5ba628382a03a3e337533ba9f10cf3b,"Chicago, IL","Chicago, IL",6.0,2015.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,-1
69.0,Data Scientist - Machine Learning,$79K-$131K (Glassdoor est.),19d9264d10625d998310e4f4e01280d253b231d43bdc44ef86f3887408f12c46,2.5,31e110990e2f4e9d5a7e87a524dab0d2a9e4b0c28468a0ae86a0059a1958c610,"Brisbane, CA","Brisbane, CA",1.0,-1.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,Sequenom
70.0,Data Engineer (Remote),$79K-$131K (Glassdoor est.),2ff292e6202a69966e6fdcf164772632b25b72983839311770fb102d33f44b6d,4.2,845f5109db463e92ac4e5dc9fb48db6639c25632ab8be48cfe674fea9da39a0f,"Winter Park, FL","Winter Park, FL",7.0,2006.0,3.0,Advertising & Marketing,Business Services,6.0,"Linqia, Collective Bias"
71.0,"Data Scientist, Applied Machine Learning - Bay Area",$79K-$131K (Glassdoor est.),c65eb20003126391abcc3cfad8f39177a3bcc55c7b0f634385bb0722405b8607,3.3,a0b75d92440c2257ca5d5273e62706d6e5ba628382a03a3e337533ba9f10cf3b,"Redwood City, CA","Chicago, IL",6.0,2015.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,-1
72.0,Principal Data Scientist,$79K-$131K (Glassdoor est.),e1eecbd00eec6cb68399369a72e364af05e6d518cca5efa973ed89667b4e3793,4.0,55ac3022e201f2df4536ea09cb52467261ecbeeb385683c0747638d649f8859d,"San Francisco, CA","San Rafael, CA",5.0,1982.0,3.0,Computer Hardware & Software,Information Technology,5.0,-1
73.0,Business Data Analyst,$79K-$131K (Glassdoor est.),49694e35a126597377a74c22edfb1a4c0d4bac104eea870371c599e7cd4409f4,3.7,fe3a40373763836b861ed1b0ba4f5d7fbcb63f221b78e34206a1e36c58884251,"Peoria, IL","Deerfield, IL",2.0,1925.0,3.0,Industrial Manufacturing,Manufacturing,3.0,"John Deere, Komatsu, CNH Industrial"
74.0,Purification Scientist,$79K-$131K (Glassdoor est.),bec36200df772218f15fe105ea85bcfdaae02042a48b0c707d344cd764b353ae,4.9,fabd672ef8babba748002144f5090a0982c7486b233628d88ce042c5b6457336,"Ipswich, MA","Ipswich, MA",4.0,1974.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,"Thermo Fisher Scientific, Enzymatics, Illumina"
76.0,"Data Engineer, Enterprise Analytics",$79K-$131K (Glassdoor est.),5a5ba5519fd718e87461716700f6d49e4e61d663ffb65acb0b46097384e067d8,3.1,b99a9eb61d579e8c83320882594a9ddc82110f85a95677f3de0df10b47f696e7,"New York, NY","New York, NY",3.0,1993.0,7.0,Insurance Carriers,Insurance,13.0,"EmblemHealth, UnitedHealth Group, Aetna"
77.0,Data Scientist,$79K-$131K (Glassdoor est.),871d1ff1e3867be6f1b664e31f70786df53ba58699f3cdaf062e5c200a073647,3.5,1137ddc1a25efec63328f6cfde10ea68f338bac9513c0b09d8e848dd3d1b0fff,"Washington, DC","Chevy Chase, MD",3.0,2019.0,2.0,Internet,Information Technology,13.0,Zola Registry
78.0,Data Scientist,$79K-$131K (Glassdoor est.),24736211c1fc529d58711395cc0e90b5bcff8f6da73a109a29dd3eab60b4dd3b,2.9,2fee9ce8fb36c9ac924944b777a33a01d1aeaa7eb6ff38c02d320929d22017cf,"New York, NY","Hartford, CT",4.0,1985.0,2.0,Insurance Carriers,Insurance,13.0,"Colony Specialty, Markel, RLI"
79.0,Data Scientist 3 (718),$79K-$131K (Glassdoor est.),8e81aeb0846729a11cb8ee59e2b958ee11b5aa92fa2af4252f0b1ff106ea7691,3.3,cc83ed14c87d25322fe7a93855d6937dda52af8f4f7be7e4f0b51fada743b779,"Emeryville, CA","Emeryville, CA",4.0,2003.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,-1
80.0,"Real World Science, Data Scientist",$79K-$131K (Glassdoor est.),f5965effa890fefc26b28e3e5c1d87246b7bae7d68b2ce6a910637205b878032,4.0,9742994ee37c26ac9e6ff40c81312af23875968817b887482a23a87960f41774,"Gaithersburg, MD","Cambridge, United Kingdom",2.0,1913.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,"Roche, GlaxoSmithKline, Novartis"
81.0,Data Scientist,$79K-$131K (Glassdoor est.),eeaa68341555f99a2a3c6900abc1dfe2e6224e7db43f03954c500c367a04795c,3.6,f138a8355c17d16c3e27cee8b0d88b96ed4756068318247a8ad25b81cbcf42ff,"Washington, DC","Rockville, MD",7.0,2001.0,2.0,IT Services,Information Technology,6.0,-1
82.0,Data Engineer,$79K-$131K (Glassdoor est.),a5bb21f4a67c9ae7bb98354ccf0567ef2538d4aa4e02c336ef1307157124844a,4.7,06e0a994a83cfd16eb9bcd2461519da7a67e7d4f61e601772e5e59574e873e4e,"Saint Louis, MO","Minneapolis, MN",7.0,1996.0,2.0,Consulting,Business Services,6.0,"Solution Design Group, Intertech (Minnesota)"
83.0,Data Scientist - Image and Video Analytics,$79K-$131K (Glassdoor est.),a431570a191b211b3d77efbea1df69d895fa33e2a50732e36fcd34615958b1f5,4.9,5cdcc3e8e4ecb5d2ac69d1667cfd07eef4a8f75e3a219406735b0624cdbe7da6,"Longmont, CO","Chicago, IL",1.0,2016.0,2.0,Staffing & Outsourcing,Business Services,13.0,-1
84.0,Data Scientist,$79K-$131K (Glassdoor est.),2da8a7bf5e78c62eede692c27e75cf67b51402501cb6ae02a2fb745867e2dd1b,4.3,9e2c57cea611e7d9210be92374e47e07680a214e0defcc14690dcb17c525f9f5,"Austin, TX","Austin, TX",7.0,1999.0,2.0,Computer Hardware & Software,Information Technology,6.0,-1
85.0,"Data Science Manager, Payment Acceptance - USA",$79K-$131K (Glassdoor est.),7a934917b01e56a45c0fa527a5fae03a9344f6611ff27d4e5211c5d421591e41,4.0,ea0869f1295f087511408ff4515550659f8945e54e8b7db1c7f4dfed29a97263,"San Francisco, CA","San Francisco, CA",3.0,2010.0,2.0,Internet,Information Technology,13.0,"Braintree, Authorize.Net, PayPal"
86.0,Data Analyst,$79K-$131K (Glassdoor est.),a1cbb6ecdb767b776d4fe0023319c5a5b6ce61aac4d47f411eb8f6a000e79077,2.6,0287356bb7c675ff0d6ed4cceefd72fef4a3bdd7edf9e13571cec132749a5af7,"Yakima, WA","Yakima, WA",6.0,1971.0,7.0,Health Care Services & Hospitals,Health Care,13.0,-1
87.0,Data Scientist / Applied Mathematician,$79K-$131K (Glassdoor est.),faba010cfccfd48fd481fffdb84bc6b219869291e1e52bfcf3e7dc3b4096d938,4.5,4e466cc4f0a7d17730da9fdb1403b065b7ea600e9b6b7f522063c07ed47d7e87,"Santa Cruz, CA","Santa Cruz, CA",7.0,2003.0,2.0,Computer Hardware & Software,Information Technology,2.0,-1
88.0,Machine Learning Engineer,$79K-$131K (Glassdoor est.),be08afb742156228b86fd6b2babedec759ab177999ce74b3e60b748189f6aa53,4.8,18a2b3dcadc2c9ae7607bb2326319d3d8a8d211740429f47bea8f3945a31f212,"Boston, MA","Boston, MA",4.0,2012.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
89.0,Data Scientist,$79K-$131K (Glassdoor est.),68a16009c8523a26100bff37735cbde5d82ce117d2688ddfce4d1ea70b90d125,3.9,8dd97e0fec1b81996afd32ecc5547503f6fc2d1b03b726bfa1a5556f455e758f,United States,"Mc Lean, VA",2.0,1911.0,2.0,Food & Beverage Manufacturing,Manufacturing,3.0,-1
90.0,Patient Safety- Associate Data Scientist,$79K-$131K (Glassdoor est.),5fbd2bc7f25cbe98f1b7f9a4ec30e94d61d43a385777c08d4a6f5a6a5b7ce05c,4.0,9742994ee37c26ac9e6ff40c81312af23875968817b887482a23a87960f41774,"Gaithersburg, MD","Cambridge, United Kingdom",2.0,1913.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,"Roche, GlaxoSmithKline, Novartis"
91.0,Machine Learning Engineer,$79K-$131K (Glassdoor est.),433f621393ee619abe5722098d5d17f2d74f8cd3ef06b1d656c9aab6ebced29e,4.4,95b0f1fc82ef218ed90dcb800f353ec5c103c02e5fcf742388ed0639e6e96562,"Springfield, VA","Mc Lean, VA",7.0,1999.0,2.0,IT Services,Information Technology,8.0,-1
92.0,Senior Data Scientist,$79K-$131K (Glassdoor est.),080cb6a430aef9a4dea7c7d8a68cfa3edfd6dc4746849c726b01474c0eaa9dfa,4.2,dbf7c00ed8b77ec4e01a3cf3fd41345d0f4312429b90318a921b452a7e2e6686,"Alexandria, VA","Herndon, VA",5.0,1968.0,3.0,Research & Development,Business Services,0.0,-1
93.0,(Sr.) Data Scientist -,$79K-$131K (Glassdoor est.),fddda787026acebb585bc8a48608f144b7555c67562df05c0803308c1beadf16,3.6,18fc4d8c7aac62f0c7cb9baada8d1e15fd6c8fe1152d5107a9371ef8bdf4e851,Utah,"South Jordan, UT",4.0,1997.0,2.0,Banks & Credit Unions,Finance,13.0,-1
94.0,Data Scientist,$99K-$132K (Glassdoor est.),80580716d48260a6ee51ce55ff93c4430a008ac67c991b5da7b557de200b36c7,3.4,7bfca3faa51d08251196c664d4c4526dc02a161d233f67fdfc446a8ae12739c2,"Washington, DC","Princeton, NJ",3.0,1986.0,2.0,Consulting,Business Services,4.0,-1
95.0,Staff Data Scientist - Analytics,$99K-$132K (Glassdoor est.),fd9434986be7e06b20aef350b8cd17e3cba05233088f09ddb070dacffe477d5b,4.4,35bee6c0c80ed91b641bfe1c0930ea2ad94943aeef8dd3e1ee608fb2cc257ddc,"San Diego, CA","Mountain View, CA",5.0,1983.0,3.0,Computer Hardware & Software,Information Technology,5.0,"Square, PayPal, H&R Block"
96.0,Data Analytics Engineer,$99K-$132K (Glassdoor est.),9d9c37f2e8697681942503f3dbf61ef52b4aefad4431b5cf8f32a2892757eff5,3.5,a74c85acd072d012cc227b0db507c30db64272685de9f545c38fc25eb1382de3,"Reston, VA","Reston, VA",7.0,2015.0,2.0,Enterprise Software & Network Solutions,Information Technology,2.0,-1
97.0,"Data Scientist, Kinship - NYC/Portland",$99K-$132K (Glassdoor est.),29a350f36e156c7055768a7b80511cf3987e694638bc3edcdc80aad246a14189,3.9,8dd97e0fec1b81996afd32ecc5547503f6fc2d1b03b726bfa1a5556f455e758f,"New York, NY","Mc Lean, VA",2.0,1911.0,2.0,Food & Beverage Manufacturing,Manufacturing,3.0,-1
98.0,Senior Data Scientist,$99K-$132K (Glassdoor est.),c4c13a783b6770bbb4c8c8f813c071382e4fda14b13f52bf6e75e6da2d49d3cc,3.8,d5f8ac24115601ea1b9091bad2aeaba36045d386a6f8606f8751adb0a5628008,"Denver, CO","Denver, CO",7.0,2009.0,2.0,Advertising & Marketing,Business Services,2.0,"Nielsen, Zappi, SurveyMonkey"
99.0,Applied Technology Researcher / Data Scientist,$99K-$132K (Glassdoor est.),e7c90141820c9e6d9b42e2fba4844c25eb228549ecfd8038e9d76a6d4e3092a0,3.5,d95e2b55ef804e2fe9adaed415cd2ae7528f3761cbf45aa42c8104ddb559e257,"Washington, DC","Washington, DC",3.0,1959.0,8.0,Banks & Credit Unions,Finance,3.0,"The World Bank, IMF"
100.0,Data Scientist,$99K-$132K (Glassdoor est.),ff83a3d130181afd2a39250630447efb9377f87267a639c938e2d5b71cffcd22,4.9,84d69a10eab88d0eff2db82ce85e3bd698eb26ab8bdba0405240e7ebbf41a6d7,New Jersey,"Holmdel, NJ",1.0,2013.0,2.0,Enterprise Software & Network Solutions,Information Technology,12.0,-1
101.0,Machine Learning Engineer,$99K-$132K (Glassdoor est.),f3710162b621cdaac87b76041815756713a00896aadd1804b3611c00ce8910c6,4.4,a38e61ece70b420e11dd71f5977b9d0f94fcd2b21aefbbcf25717c71588577ad,"Aurora, CO","Aurora, CO",1.0,2007.0,2.0,Aerospace & Defense,Aerospace & Defense,13.0,-1
102.0,Health Data Scientist - Biomedical/Biostats,$99K-$132K (Glassdoor est.),0c0c23116a445c007e71c41f7063d361b674103df6538a596eb0e012d0fcfd57,4.1,0871861e1a10c21f87655fe21aebdeaabe047617044a55d32c42743716885ad2,"Santa Barbara, CA","San Mateo, CA",7.0,2012.0,2.0,Internet,Information Technology,13.0,-1
103.0,Senior Data Scientist,$99K-$132K (Glassdoor est.),9ccbad53d8ed3d012299ce03353b24ca82125e51b13276bf20ea70380242836e,4.0,55ac3022e201f2df4536ea09cb52467261ecbeeb385683c0747638d649f8859d,"San Francisco, CA","San Rafael, CA",5.0,1982.0,3.0,Computer Hardware & Software,Information Technology,5.0,-1
104.0,Staff Data Scientist,$99K-$132K (Glassdoor est.),59849874b9c56594adfa3806a585b6a4fd0e02c3f4134fd1689ad72b738b2027,4.4,35bee6c0c80ed91b641bfe1c0930ea2ad94943aeef8dd3e1ee608fb2cc257ddc,"San Diego, CA","Mountain View, CA",5.0,1983.0,3.0,Computer Hardware & Software,Information Technology,5.0,"Square, PayPal, H&R Block"
105.0,Data Scientist,$99K-$132K (Glassdoor est.),a1ac5ebc75a7b01940df4f6c767c5537d6cb573ab8aecdf69cdee49fd2b746d4,3.8,fcca27ff6122fa4482a0752675e0f1550e5ce588ef734910cb20a011a4400323,"Hill AFB, UT","Goleta, CA",6.0,1973.0,2.0,Aerospace & Defense,Aerospace & Defense,9.0,-1
106.0,Sr Data Engineer (Sr BI Developer),$99K-$132K (Glassdoor est.),ba07e84cc125d84d8326330bae00bda30f6ce12edb0925c78d8f95dd8cf019fd,3.2,880a2e0ca214d2636a2a800de0fd37fb51f8944835142d610a6d0c8d9220cbd6,"Chandler, AZ","Franklin, TN",6.0,1981.0,3.0,Health Care Services & Hospitals,Health Care,13.0,-1
107.0,Data Engineer,$99K-$132K (Glassdoor est.),01ccc0641c42c5671d1d0415fb8a711e73aae23649f56d023d21372efea9b186,2.9,5bca3556ddd41d6e9ce9c5699f3de40b0c0e443d405770ae3ee4dea237bfbc29,"Indianapolis, IN","Indianapolis, IN",7.0,2011.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.0,-1
108.0,Lead Data Scientist,$99K-$132K (Glassdoor est.),b7478e522dd59792beba40829727306f7d81a5b80c04bc2c891303655166c7eb,4.1,24a13fb97dcc1652583fb5c51f5d6723a970296928e0f84464950fada842a2c5,"San Diego, CA","Palo Alto, CA",2.0,1939.0,3.0,Computer Hardware & Software,Information Technology,13.0,-1
109.0,Data Scientist,$99K-$132K (Glassdoor est.),c21296ee9f6a084d4124aa896522043239d73e5a7f5b52abdc062c7510dd2850,3.7,74866dbd9304f71e7888ee9179c536dddd45f94727dade6a54515161ab80c68b,"Chantilly, VA","Reston, VA",2.0,2013.0,3.0,Enterprise Software & Network Solutions,Information Technology,8.0,"Booz Allen Hamilton, CACI International"
110.0,RFP Data Analyst,$99K-$132K (Glassdoor est.),af3c1825ef2596f24d34378647a18e54426c5f55dc153580a6cb10344afb4dfb,3.2,fcb412f4de4f1f015a4b703595f368963f7f5bd82940ce4158102b4772c1da34,"Nashville, TN","New York, NY",3.0,1967.0,3.0,Investment Banking & Asset Management,Finance,5.0,-1
112.0,Data Scientist (TS/SCI),$99K-$132K (Glassdoor est.),2c65636eea4915754f559bf8dc68fd3fdc3d0327664ea244df120bb439b4f9eb,3.5,290ed85eb6e03dcab47f02a3b6c23f925899ab894895c31fef3ad21662b249ed,"Herndon, VA","Westminster, CO",5.0,-1.0,3.0,Aerospace & Defense,Aerospace & Defense,5.0,-1
113.0,Data Engineer,$99K-$132K (Glassdoor est.),81a32fd0c2c16c6958782a43c5f3b4cca8f0e0b9ddca2ee6cbda581d0de8d6c7,5.0,904be8eaa0e1d1955d73c77abbee5ecf9acb159e2151c156ac70a0a06ab65a23,"Burlingame, CA","Burlingame, CA",1.0,2016.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
114.0,Data Scientist,$99K-$132K (Glassdoor est.),1604cad3c9dd2597cec35d8461159aa8e8a777fd520453efa6f3ccd456a3b43e,4.0,082d9dcbe142f33bc64f9da0ad40486e89def13a960a794793451762c258297f,"Reston, VA","Reston, VA",3.0,1996.0,7.0,Consulting,Business Services,4.0,"Booz Allen Hamilton, SAIC, LMI"
115.0,Data Scientist,$99K-$132K (Glassdoor est.),59d37b8e4065d8552f0357a08ad90da3e31454777414ff9b30aa46c04c8c5256,3.6,0f90b9929ed16893e96550686f89ebe095b53c6ed7db47857c7f5ae2c42d6f04,"New York, NY","New York, NY",1.0,2016.0,2.0,Health Care Services & Hospitals,Health Care,13.0,-1
116.0,Software Engineer - Data Science,$99K-$132K (Glassdoor est.),2865ce24f19ec6d73654800822f7ef0e278a6a127d3081f2076e3acaee3004de,4.0,992c7efc86dabec00d1c221a4d74ae3bb97af271becf52d3e74c4d7ba5bb061b,"Annapolis Junction, MD","Annapolis Junction, MD",7.0,2002.0,2.0,Computer Hardware & Software,Information Technology,8.0,-1
117.0,Data Analyst/Engineer,$99K-$132K (Glassdoor est.),b98554aaa965b6397877ccc8d7d7a4816f168d4ad348296f23458d76970d504b,3.2,fcb412f4de4f1f015a4b703595f368963f7f5bd82940ce4158102b4772c1da34,"Nashville, TN","New York, NY",3.0,1967.0,3.0,Investment Banking & Asset Management,Finance,5.0,-1
118.0,NGS Scientist,$99K-$132K (Glassdoor est.),e52f391a189f2befe983e9988c3324ef2fc2356746f3122913aa23973b6fb15d,5.0,561a191e4ec6d335420d82130278afe58c1f6247cbf7d410793119bbd289d075,"South San Francisco, CA","South San Francisco, CA",7.0,2019.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,-1
119.0,Data Engineer,$99K-$132K (Glassdoor est.),acba8fc3fc6db5829041cf4ad87f0a06a6eb6aa73c6627e8ccc9866bed61f5b9,4.8,c4211c1884b52dd0537baf04e1a5494a670a0fecc7eb23cceded60376bf02216,"Bethesda, MD","Bethesda, MD",4.0,2000.0,2.0,Health Care Services & Hospitals,Health Care,9.0,"Epic, CipherHealth"
120.0,Data Scientist,$99K-$132K (Glassdoor est.),c0772c529d52d45819c08845ec7aaee6d83774611701b8dcb9c0b903bed9cef7,4.5,704898fd3967efb387b0df40f27f369fce89422bbe051c91480d58d772899a09,"Dayton, OH","Beavercreek, OH",7.0,2006.0,2.0,Consulting,Business Services,13.0,"Copper River Shared Services, Chenega Corporation, Deloitte"
121.0,Senior Data Engineer,$99K-$132K (Glassdoor est.),720b9b6251dfdbb7283bbecae6e53bf9183380d8a81fe9699d204ad22b2b303b,4.7,5ca41c7d2d56a78af4620950fb0677e36c71b59fc4c08519d3a9f155191be876,"San Francisco, CA","San Francisco, CA",7.0,2015.0,2.0,Internet,Information Technology,13.0,-1
122.0,Senior Data Scientist,$99K-$132K (Glassdoor est.),f40dd1b6e5083a21530e2da117458d9c4d0e986ec1a86a04951ca84b78d7b371,4.5,0a8248e28f4541817ca50daaa8df62cf99053074e25acf6021460b1a95fb2ab9,"Herndon, VA","Mc Lean, VA",6.0,2012.0,2.0,Enterprise Software & Network Solutions,Information Technology,4.0,"Leidos, CACI International, Booz Allen Hamilton"
123.0,Data Engineer,$99K-$132K (Glassdoor est.),2ff292e6202a69966e6fdcf164772632b25b72983839311770fb102d33f44b6d,4.2,845f5109db463e92ac4e5dc9fb48db6639c25632ab8be48cfe674fea9da39a0f,"Winter Park, FL","Winter Park, FL",7.0,2006.0,3.0,Advertising & Marketing,Business Services,6.0,"Linqia, Collective Bias"
124.0,Business Intelligence Analyst,$99K-$132K (Glassdoor est.),3148b48b5493cbf47bd86001bd0bc17241beecd111045569f84d39e2b0aa5119,3.4,7993bc2d7c62fdb7a26c37e374f86b2c0a6bd8606c62d1618fdb312b5caacc86,"Schaumburg, IL","Schaumburg, IL",7.0,2006.0,2.0,Shipping,Transportation & Logistics,13.0,-1
125.0,Sr. ML/Data Scientist - AI/NLP/Chatbot,$99K-$132K (Glassdoor est.),a1c6a8093e725c15b805a7e3d750de75b233f316f708fc7e10d93e957aefd2ee,3.8,c46d2d2b3f3296ef4ffdeb741426088ce4e3c8edbe721114a4ddb54f6739d5fe,"Cupertino, CA","Sunnyvale, CA",5.0,1996.0,3.0,Telecommunications Services,Telecommunications,5.0,-1
126.0,Data Scientist,$90K-$109K (Glassdoor est.),b89e2e91ffffa3228d5768ac60b480c7601d02ccbfd96b3c133b93bcc0a86c97,4.7,3f8dfb402626de3adaf5447d450de809b143a1367494d7cc0db0a4236314f109,"Saint Louis, MO","Saint Louis, MO",7.0,2016.0,2.0,IT Services,Information Technology,13.0,"Slalom, Daugherty Business Solutions"
127.0,Data Scientist,$90K-$109K (Glassdoor est.),9028e53d4b875cccc2c9d1f1a6db28ae50666238562108a42261726a063656fb,3.6,23d4d7fac1a79a91638ca8aaf605f05d97d276a6e40ef359d217ebe88a7870ad,"Chicago, IL","Chicago, IL",7.0,2014.0,2.0,Enterprise Software & Network Solutions,Information Technology,13.0,-1
128.0,Data Engineer,$90K-$109K (Glassdoor est.),2ff292e6202a69966e6fdcf164772632b25b72983839311770fb102d33f44b6d,4.2,845f5109db463e92ac4e5dc9fb48db6639c25632ab8be48cfe674fea9da39a0f,"Winter Park, FL","Winter Park, FL",7.0,2006.0,3.0,Advertising & Marketing,Business Services,6.0,"Linqia, Collective Bias"
129.0,Sr. ML/Data Scientist - AI/NLP/Chatbot,$90K-$109K (Glassdoor est.),a1c6a8093e725c15b805a7e3d750de75b233f316f708fc7e10d93e957aefd2ee,3.8,c46d2d2b3f3296ef4ffdeb741426088ce4e3c8edbe721114a4ddb54f6739d5fe,"Cupertino, CA","Sunnyvale, CA",5.0,1996.0,3.0,Telecommunications Services,Telecommunications,5.0,-1
130.0,Data Scientist,$90K-$109K (Glassdoor est.),fe3b4c145ce80b88cc17f90543e9a706d08c8ddc7c338e8ce5e00146585478f2,5.0,0d2002a13cfca07e0dd4b7fb9ae9fe68da7bea74a3758afbb8f62fdbef68622c,"San Francisco, CA","San Francisco, CA",1.0,2016.0,2.0,Enterprise Software & Network Solutions,Information Technology,13.0,-1
131.0,Senior Data Engineer,$90K-$109K (Glassdoor est.),30f44cf4c4f84fe3c8aa7b5c7fe36e6d5049b56a92a67f58b0aa1d0856c0f2c2,4.9,da27651ec654e4c45685f762c052cdadf280dea9383bff9aa437935e20fdf341,"Lehi, UT","Lehi, UT",4.0,2011.0,2.0,Lending,Finance,9.0,-1
132.0,Data Engineer,$90K-$109K (Glassdoor est.),779db7fe1777e7e4f75812ecd2da0c7a50c0c836cb709b17b5378eebaef4bef0,4.4,8e02a9bc54c3a04f9e71cae7841d8fb3d6e2ce17c32a251d9a86a56c6a48e909,"Culver City, CA","New York, NY",7.0,2003.0,2.0,Advertising & Marketing,Business Services,6.0,-1
133.0,Data Scientist,$90K-$109K (Glassdoor est.),481dd9d4d65fe9432c3cbe4b77b4d4cf5f8664b237e67b18b7bc41d33bab0bc2,3.3,12a52a8006e08a4775c4a8c8fa9fe9498279b044488cc04c39e56f5b5f8776dc,"Lake Oswego, OR","Lake Oswego, OR",3.0,2012.0,2.0,Computer Hardware & Software,Information Technology,4.0,-1
134.0,Machine Learning Engineer,$90K-$109K (Glassdoor est.),8fb46b4ee74dc4cf029b642215225c3802a0c3d3920dda17c047a0ff98521bf0,3.2,2035b87b8f255df87636896764240e9213089a3040855eb207049e66f2ebbfd2,Remote,"San Francisco, CA",7.0,2015.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
135.0,Machine Learning Engineer,$90K-$109K (Glassdoor est.),8fb46b4ee74dc4cf029b642215225c3802a0c3d3920dda17c047a0ff98521bf0,3.2,2035b87b8f255df87636896764240e9213089a3040855eb207049e66f2ebbfd2,Remote,"San Francisco, CA",7.0,2015.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
136.0,Senior Data Engineer,$90K-$109K (Glassdoor est.),30f44cf4c4f84fe3c8aa7b5c7fe36e6d5049b56a92a67f58b0aa1d0856c0f2c2,4.9,da27651ec654e4c45685f762c052cdadf280dea9383bff9aa437935e20fdf341,"Lehi, UT","Lehi, UT",4.0,2011.0,2.0,Lending,Finance,9.0,-1
