index,job title,salary estimate,job description,rating,company name,location,headquarters,size,founded,type of ownership,industry,sector,revenue,competitors
137.0,Data Scientist,$90K-$109K (Glassdoor est.),1d8b243bbf78b70719324e616fe76fa554688f6a5ab3b9e2e97a59e2780ac284,4.2,e52ec73d708d543f9a1e4459fee9c704f9e18651acb1a126c8ae5976a350991c,"San Mateo, CA","San Mateo, CA",4.0,2012.0,2.0,Lending,Finance,13.0,-1
138.0,Data Analyst,$90K-$109K (Glassdoor est.),bd00746d68d6c902b3901b06be8c13436bbc4019fd097b5c6c2e49299ca4c001,4.5,1fce6152e235e2349efa72b1a36fb43435c264199fa940a0a0c98430866b9828,"San Francisco, CA","Saint Louis, MO",4.0,1994.0,2.0,Staffing & Outsourcing,Business Services,6.0,-1
139.0,Data Engineer,$90K-$109K (Glassdoor est.),b9ba5768640501df5b92c158866a468475f7b8334e8f8357458337ca2b76c651,4.8,79515229207c6a9562a6378d56d29b4c11dff81b38f3b4dbb9a374a0bfb2f9ae,"Palo Alto, CA","Palo Alto, CA",4.0,2012.0,2.0,Video Games,Media,13.0,-1
140.0,Data Integration and Modeling Engineer,$90K-$109K (Glassdoor est.),60e31db98ad63135f08403df213fb4b31ceb479c0e627cbaed9cee8c7efbbdb2,3.8,c261490914a558fc971fa7fb7518b1da9a1557a2ab3eef0c7ded2fa6fc48a114,"Holyoke, MA","Holyoke, MA",6.0,1997.0,7.0,Utilities,"Oil, Gas, Energy & Utilities",13.0,-1
141.0,Tableau Data Engineer 20-0117,$90K-$109K (Glassdoor est.),80c8bffc8153d7abaa5a126fd17ae7ea0cddc78d70a99cd5ead35752fb3f1718,3.7,d0e1052271b261baa6844759aeb7161fc011f3e68c805035d8f41364e5c91906,"Chicago, IL","Chicago, IL",3.0,2001.0,2.0,Enterprise Software & Network Solutions,Information Technology,13.0,-1
142.0,Senior Data Scientist,$90K-$109K (Glassdoor est.),bacdd4cff399b1d3baa93bfbdc109fcbaacace7dd62f7c746e6478691f46431d,3.3,fbf0b1881d51065cdf24ef29b360c99b94dddaf6421ed2bde643500ebfc8d22f,"San Francisco, CA","San Francisco, CA",7.0,2013.0,2.0,Electrical & Electronic Manufacturing,Manufacturing,8.0,-1
143.0,AI Data Scientist,$90K-$109K (Glassdoor est.),0970cb388cdf5a06dd11e017240099df63b0d496dc09f4667eee28d5312c6d41,3.3,9abba9adacfd102029fdb6cff9a2fbb0b77ceec849e3df29785a6aca43b6e801,"McLean, VA","Bedford, MA",5.0,1958.0,7.0,Federal Agencies,Government,0.0,"Battelle, General Atomics, SAIC"
144.0,Machine Learning Engineer,$90K-$109K (Glassdoor est.),4ee66d11ca8334039d5e2d4de21be1a6ee813fe0900384d63810acf7fa837f09,5.0,83b33b79a936205d58b4178d30a4753c0fd4bf15c8c9ae1669a4d7d88f7a8aa4,"Herndon, VA","Dulles, VA",1.0,2013.0,2.0,Aerospace & Defense,Aerospace & Defense,2.0,-1
146.0,Data Scientist,$90K-$109K (Glassdoor est.),cd134a1dfe3c182c40f1522eaf731352aa413a2fa9bbc18e96e6c6c25e86d4ab,3.4,f5a30a88f31cc87428eef628bf32cecc395cba817ed1da5d787ab770e45e6657,"Woodbridge, NJ","Boston, MA",3.0,1982.0,2.0,Insurance Carriers,Insurance,2.0,"Arbella Insurance, Safety Insurance"
147.0,Scientist - Biomarker and Flow Cytometry,$90K-$109K (Glassdoor est.),cc14d051ab84b6e3e2d4d7eb1298296c0abe5f9e722ef7eabaf48cb94282804f,2.4,aa522efef633488d987e2dbfa807ae5dfd78f2f8cb6899f728900ae4303e4e59,"San Diego, CA","San Diego, CA",6.0,2006.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,9.0,-1
148.0,Data Scientist,$90K-$109K (Glassdoor est.),acf8f29d70310b6e50bd1254593cbbf00c5dd129fc81ea74ca8b6d63075125e0,2.9,2c2221633e461b416822546c79fcaa096084d36ba5f57a221637273910c11ee7,"Cambridge, MA","Cambridge, MA",7.0,2000.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.0,-1
149.0,Analytics Manager,$90K-$109K (Glassdoor est.),b5c80b9c01c0fab4b3783d07093b0ca713ef316bece0d57c418efc662bde2767,4.4,f6bf8483bf5494b2038534fb2c0d15303943fabd279f33ea1631ee294eba4d26,"Dearborn, MI","Detroit, MI",4.0,1967.0,2.0,Advertising & Marketing,Business Services,13.0,-1
151.0,Staff Scientist- Upstream PD,$90K-$109K (Glassdoor est.),1feaf40bca8ad732955b9bcd8c8e91045ebc2de5c1d5ee70c01c5a1bcd49cdb3,2.7,ec9877e86abf46892ac66a0482087c7e409e4a46e43befe225ccdfe97089d864,"Rockville, MD","Rockville, MD",4.0,1961.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,9.0,-1
152.0,Data Engineer,$90K-$109K (Glassdoor est.),6fceb90eadd1a77921a8a8c3c1e3d1f29ff1c2ea77b660055149ab87f19d7c55,4.2,dc8373ddb880045ba51ce67ed7d8b4041b1efe555ffc874d503b2f6fd9bcd4eb,"Carpinteria, CA","Carpinteria, CA",3.0,2002.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
153.0,Sr Scientist - Extractables & Leachables,$90K-$109K (Glassdoor est.),a5594fed7831f8817ceeae83225d128a9fa0276ff0411dfa48b83b05ccff0a75,3.5,963d72c4e98bd9802762ec64a573c46e7c136fd95586dc2c48f5fd5b084eb4ff,"Columbia, SC","Columbia, SC",4.0,1995.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,-1
155.0,Sr Data Scientist,$90K-$109K (Glassdoor est.),4ab4f33caf6a943eb6ce0f6f399b7a370e82ecccfcefd8b3afb13b501aa56133,4.2,4e5a8c75cb23170e41ab5e725de3dec246d4854165b532f46908a1dab5b4722b,"Saint Louis, MO","Marcy-l'Etoile, France",2.0,1963.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5.0,-1
156.0,Data Scientist,$101K-$165K (Glassdoor est.),3f9a547d6300c31fa05d0a325aaade2fceabf1cc877ac9afcadf2c126f96d23d,4.5,0a8248e28f4541817ca50daaa8df62cf99053074e25acf6021460b1a95fb2ab9,"Herndon, VA","Mc Lean, VA",6.0,2012.0,2.0,Enterprise Software & Network Solutions,Information Technology,4.0,"Leidos, CACI International, Booz Allen Hamilton"
157.0,Experienced Data Scientist,$101K-$165K (Glassdoor est.),767350197314bae177fb668756fb782b5fa89ff1132e178b6f71b7af6df7da7d,4.4,a07a5034b61b20ca64ec7073dd5c51f32929847defca27f510d93cb6f0564d6f,"Washington, DC","Mays Landing, NJ",1.0,1997.0,2.0,Federal Agencies,Government,13.0,-1
159.0,Data Scientist,$101K-$165K (Glassdoor est.),33859ed4fc577169eefe17e1bdba5ec6313de83f8acc00bff27f44168f5602e7,3.5,41333149e72692d04601cdcb5a6d0420c128bd8ad75f0075dffd88311375d455,"Fort Meade, MD","Reston, VA",2.0,1969.0,3.0,Aerospace & Defense,Aerospace & Defense,3.0,-1
160.0,Data Scientist,$101K-$165K (Glassdoor est.),2578e161e17e3c22be7e0ea4c0c7df81f9327e8c8562fb1dbc6a29d4982e6465,4.5,d1dfd2f29539205bc172c2547fad19e4697eb73774d356b1c14e0c021d341565,"San Francisco, CA","San Francisco, CA",4.0,2006.0,2.0,Computer Hardware & Software,Information Technology,4.0,"Engagio, Bombora, Terminus"
161.0,Say Business Data Analyst,$101K-$165K (Glassdoor est.),f4a7dae47146ceaa257ae257dc4c6047ce37fc789ec310d4cd2511421238303d,4.1,16c32815c4182e62d38c2fe9aaf1057f12336253d041a95176deef0683098221,"Columbia, MO","Columbia, MO",3.0,1946.0,2.0,Insurance Carriers,Insurance,0.0,-1
162.0,Geospatial Data Scientist,$101K-$165K (Glassdoor est.),ab103278779945f8241a8b606cb1d38ef1193acda2afbe12410fe550d5615e82,3.5,290ed85eb6e03dcab47f02a3b6c23f925899ab894895c31fef3ad21662b249ed,"Chantilly, VA","Westminster, CO",5.0,-1.0,3.0,Aerospace & Defense,Aerospace & Defense,5.0,-1
163.0,Data Analyst,$101K-$165K (Glassdoor est.),0e6c0130df191dba0a2dac436e21cda0aadf531efa2fd6ca2ab7b810211953e6,2.7,5159d823aae08a29ecdcbc0173701b72068f4bb1425065438daa69302dc9444b,"Washington, DC","Washington, DC",6.0,1997.0,7.0,Telecommunications Services,Telecommunications,6.0,-1
165.0,Data Scientist,$101K-$165K (Glassdoor est.),0b10aff3de69fcd4ed454b1c89dccc8009b4d04ddcfc6a5d00a3a3d0951bf042,4.4,47c97ee49adecbd036c9b69f2bf15ff2b8d747bcca34df7700c9c3a25213ccde,"Chandler, AZ","Chandler, AZ",4.0,2015.0,2.0,Real Estate,Real Estate,13.0,-1
166.0,Senior Data Analyst,$101K-$165K (Glassdoor est.),c1db27a1547a0f2dc057e2ad293eca8aa980c7b08d81da0f3a99f6fbe0c79c23,4.0,55ac3022e201f2df4536ea09cb52467261ecbeeb385683c0747638d649f8859d,"San Francisco, CA","San Rafael, CA",5.0,1982.0,3.0,Computer Hardware & Software,Information Technology,5.0,-1
167.0,Senior Data Analyst,$101K-$165K (Glassdoor est.),8f1e3297c1562918fca6eab3ede9868f71d01ea69600b7608ed40719cab3cb7b,4.2,55ac3022e201f2df4536ea09cb52467261ecbeeb385683c0747638d649f8859d,"San Francisco, CA","Herndon, VA",5.0,1968.0,3.0,Research & Development,Business Services,0.0,-1
168.0,Data Engineer,$101K-$165K (Glassdoor est.),7ca34fccb014f5dc85ebeb3098149ec298af95fc31f0d2a575642f1a348e14f1,3.5,34638f20a9081165a9f75deddac6befe2a71f5fba35d2afb510bf43fba7d5919,"Birmingham, AL","Aurora, Canada",2.0,1957.0,3.0,-1,-1,3.0,"Bosch, Lear Corporation, Faurecia"
169.0,Sr Data Analyst,$101K-$165K (Glassdoor est.),fa8a4ac59d28dc59a7425671bb0f7acac7245b2c4c7f570fd5248821ed3e10e5,2.3,35f8d3c4b441d177e387af369e607373637fc222de3df32478c6a8425c198381,"Blue Bell, PA","Blue Bell, PA",3.0,2003.0,8.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,"Covance, ICON"
170.0,Data Scientist,$101K-$165K (Glassdoor est.),65e1745b1b90acb155d38d37741b1ae0cfdb78b1e259f1f1eb9d01a53ad464ee,3.4,bc52a0f380e0706ee65ef6e30fe5c1f46fc8b3ba13ee8e815ce0e48fc5bcf251,"Chicago, IL","Troy, MI",5.0,1946.0,3.0,Staffing & Outsourcing,Business Services,7.0,"Adecco, ManpowerGroup, Allegis Corporation"
171.0,"Machine Learning Scientist - Bay Area, CA",$101K-$165K (Glassdoor est.),c9f1b88458822925906b79f1e6f2b58d4bda646a0334f601043e1da4f52da91c,3.3,a0b75d92440c2257ca5d5273e62706d6e5ba628382a03a3e337533ba9f10cf3b,"Redwood City, CA","Chicago, IL",6.0,2015.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,-1
172.0,Data Scientist,$101K-$165K (Glassdoor est.),39f9f1593b65ed0e6a5ecf432a2b64ce9b230063c22a265f248d0a1ec968be10,4.7,7982c4c78060c7c7c6843e52f9c1e26960427b814a0e1ff03788933de94d1900,"Redwood City, CA","Redwood City, CA",4.0,2009.0,2.0,Enterprise Software & Network Solutions,Information Technology,4.0,"GE Digital, Palantir Technologies, Uptake"
173.0,Senior Data Scientist - Algorithms,$101K-$165K (Glassdoor est.),828b71360242b6ad19c578f4c3b3035c40cc85d8dcff9fe66a140dcb9ce8e4be,3.9,aaf27d20ccfcf18ae00c7370c0f65f59039c9a1af660f032c570c45c1d094999,"New York, NY","New York, NY",4.0,2014.0,2.0,Enterprise Software & Network Solutions,Information Technology,13.0,-1
175.0,Senior Data & Machine Learning Scientist,$101K-$165K (Glassdoor est.),ac32b824682f7adeb581009814ff09d51d48a2a8b39294a05ffda8c88ab5218d,3.3,a0b75d92440c2257ca5d5273e62706d6e5ba628382a03a3e337533ba9f10cf3b,"Chicago, IL","Chicago, IL",6.0,2015.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,-1
176.0,Data Engineer,$101K-$165K (Glassdoor est.),248a327f524606569e1ff096ec01e2f3d8093ee327d7db4a47c2fa3043df67b4,4.4,f197916cf34b0a30ed853382603d4aa6519f5b17d7c892289b5ed5fe5f2586f0,"Cincinnati, OH","Greenville, SC",4.0,1998.0,2.0,Venture Capital & Private Equity,Finance,9.0,-1
177.0,"Data Scientist - Statistics, Early Career",$56K-$97K (Glassdoor est.),a625bcb8fd14ea8e4c79c6e8102658d36a5c828296588a1390a99dcd98b0a409,3.7,dc1c0abc89def38f0a7c0a608f4695285c066c0d882dafe3d502b7ecac221517,"Richland, WA","Richland, WA",3.0,1965.0,5.0,Energy,"Oil, Gas, Energy & Utilities",10.0,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
178.0,Data Scientist,$56K-$97K (Glassdoor est.),78b497187d883500cd3667049238fd8e67f11d6b2da5d41dd02b39fe805bbc2b,3.5,64dc2424825260e445fd5ded71902e9165c71f7eade1efb80b67d916105594a1,"Memphis, TN","Memphis, TN",3.0,1945.0,2.0,Chemical Manufacturing,Manufacturing,10.0,-1
179.0,Machine Learning Engineer,$56K-$97K (Glassdoor est.),310fd1d638a31db8de2f2ee412647ef1fef2e0ab328b27cf566c7d7848f23a0e,3.6,64dc2424825260e445fd5ded71902e9165c71f7eade1efb80b67d916105594a1,"Memphis, TN","Arlington, VA",6.0,1967.0,7.0,Federal Agencies,Government,9.0,-1
181.0,Jr. Business Data Analyst (position added 6/12/2020),$56K-$97K (Glassdoor est.),b837f1a3ab72b50cb8d33585ef62d35c87e6f83619eb6b23b9b72f48a07292e4,4.7,47ab6476639dae772ba233a7155262bd6aecaef55ddb46639d74060a548ee0f5,"Harrisburg, PA","Harrisburg, PA",4.0,1997.0,2.0,Advertising & Marketing,Business Services,6.0,-1
182.0,Sr. Data Scientist II,$56K-$97K (Glassdoor est.),9517cda99af12249c5be916855bcd6b3c1b2661fc1fb89b4ae1a619b64a767c8,3.5,261e667fac8eeb553cd512eb479548224ef55899b54bb19aea77b3a9aa3497bd,"New York, NY","Hamilton, Bermuda",3.0,1948.0,3.0,Insurance Carriers,Insurance,0.0,-1
183.0,Data Scientist,$56K-$97K (Glassdoor est.),e72091501682500e1d62ba9e0c54ee89f4d6bb8ccb2d85863c0121b9407429cd,3.3,6bf6b5f854d6841cacac2eed0e9fde29f03ef492d8942cd207dbc0d3cb51b128,"Oak Ridge, TN","Lynchburg, VA",5.0,1850.0,3.0,Aerospace & Defense,Aerospace & Defense,10.0,-1
184.0,Senior Data Analyst,$56K-$97K (Glassdoor est.),c182cf48a5654aeb083098ac5a5d2fd2c46799bf6d60d524618f7c96916f12b6,3.9,4f081758e18619027ade2a0a4d003aa5d14dfb394c6187b1937a81953c465d5a,"San Francisco, CA","San Francisco, CA",7.0,2008.0,3.0,Internet,Information Technology,13.0,-1
185.0,Lead Data Scientist,$56K-$97K (Glassdoor est.),c37eb804818de7486f2e7879de901da651a5746fcfd434ddf7af483e1a0563f5,3.7,c6b41097758563d48447f2791fe938c98dda858a40103246720e37e48211fb9b,"Boston, MA","Springfield, MA",5.0,1851.0,2.0,Insurance Carriers,Insurance,3.0,-1
186.0,Production Engineer - Statistics/Data Analysis,$56K-$97K (Glassdoor est.),ee41efe12066a99c0244b40be15e2543c6c27578471a641e2aefaa6588359816,3.9,96937b22267a95ba69367cb3dc8785e4caadb6cbb5d737ad74012da0bfe0c7ec,"San Carlos, CA","San Carlos, CA",6.0,2004.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,"Genomic Health, 23andMe, Illumina"
188.0,Computational Behavioral Scientist,$56K-$97K (Glassdoor est.),1dd49909e4c3f7e5cf75bc0b0fbedbb2a2cce11bb457901c179d61c5b698c6ac,4.2,b0a7be91596373bfec0251c1dd1d13877bddc21b26d9759caba30e4d03063aa1,"Herndon, VA","Herndon, VA",4.0,2010.0,2.0,IT Services,Information Technology,9.0,"Bromium, FireEye, Authentic8"
191.0,Data Engineer,$56K-$97K (Glassdoor est.),d4d674a4dcdd55190506878d8d789099a69e7bac78c3fbbaffa3c3475cdfbe40,4.1,0c2236e4a11d5501a7d01aa4d3a698303896caaa6601d810f9c3a4509529227b,"Santa Clara, CA","Mountain View, CA",7.0,2011.0,2.0,IT Services,Information Technology,13.0,-1
192.0,Principal Data Scientist,$56K-$97K (Glassdoor est.),5a2d4bc42db9e438284b9744d1da524f75d22bcfd6b88f1d69fb1a232074513d,4.0,9742994ee37c26ac9e6ff40c81312af23875968817b887482a23a87960f41774,"Gaithersburg, MD","Cambridge, United Kingdom",2.0,1913.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,"Roche, GlaxoSmithKline, Novartis"
193.0,Data Scientist,$56K-$97K (Glassdoor est.),b15bce65e2c14a24814c4ed5bf31645c05235811703af519760b7e4e38b3d84c,5.0,a6f7d1f573bf41c1718121a75c7a2a5067c941aa63d77c73ed3a4f4858afaf28,"San Francisco, CA","Jersey City, NJ",8.0,-1.0,3.0,-1,-1,13.0,-1
194.0,Senior Data Scientist - R&D Oncology,$56K-$97K (Glassdoor est.),4710d3f07ed2d8af3051265641359e7c2f71a287f0047eb78464dff891b1d9c2,4.0,9742994ee37c26ac9e6ff40c81312af23875968817b887482a23a87960f41774,"New York, NY","Cambridge, United Kingdom",2.0,1913.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,"Roche, GlaxoSmithKline, Novartis"
195.0,Data Scientist,$56K-$97K (Glassdoor est.),c62df0f58baca5383542ad83170acca8f1ba83ac7cb1842d9f4a6ff11ac47921,4.3,da128e09f9218f9f44d76407834951b5ca7fdde2c63ac0e2622e6d3dd627508c,"San Carlos, CA","Santa Cruz, CA",7.0,-1.0,2.0,-1,-1,13.0,-1
196.0,"Health Plan Data Analyst, Sr",$56K-$97K (Glassdoor est.),79d9b4045c058d4f62439aeb1b7a8cada4ba7e02f23933212274cf0cca104c55,3.8,89000e908f0baba32bf4c640b8616dff6df305322288c33b2424783cce01f2a7,"Fort Worth, TX","Fort Worth, TX",5.0,1918.0,7.0,Health Care Services & Hospitals,Health Care,4.0,"Children's Health, Texas Health Resources, Baylor Scott & White Health"
197.0,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",$56K-$97K (Glassdoor est.),0c329771ecdddfceca0786a6f94f50c15b87bf5a1cf6c6cd1f1cc97134fd5850,3.8,995f1048ef7fa0445ef0483660d497fda3e7f5f332b9b80da38c849570ac5c63,"Smithfield, RI","Cambridge, MA",4.0,2013.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,-1
198.0,Analytics - Business Assurance Data Analyst,$56K-$97K (Glassdoor est.),fa39d99bf88c1934a2999914a291eb1b96327d425c76bd7851ce041692ed1542,4.6,d5e8f9c3aa2085aca2b6e1118a1305dfb0a43af3a1d8cc154c77645a65b9c989,"Cedar Rapids, IA","Cedar Rapids, IA",6.0,1992.0,2.0,Lending,Finance,4.0,-1
199.0,Data Scientist - Contract,$79K-$106K (Glassdoor est.),0382a72eb0be99efdbd19736d1305d4d4044e0720558be893b33de039f6ed4dd,4.1,6c283b0a17a0ee84357e1f86484117d54874882bf361431ca7ba6a78eb231d5f,Remote,"Washington, DC",7.0,2015.0,2.0,Internet,Information Technology,13.0,-1
200.0,Data Scientist,$79K-$106K (Glassdoor est.),3f066d2712784671e8c572469f3ddc76b812108330e12fcd1f7b263dd17d8aac,3.4,642a57af39483f6141a08c82fe79f64ea69c05b2c0366e9407d3458fdcba8bec,"Chicago, IL","Chicago, IL",7.0,1992.0,2.0,Advertising & Marketing,Business Services,2.0,-1
201.0,Data Scientist,$79K-$106K (Glassdoor est.),0e763fc62c459dad382bd81c826f51a04b58d7ef269a5ae9779d097bec7d6069,4.1,e7289e5ca271c4317a69639ef9ad34e1068ffa0ba616ed598ed37caf9bb00342,"McLean, VA","McLean, VA",7.0,2008.0,2.0,Consulting,Business Services,2.0,-1
202.0,Machine Learning Engineer,$79K-$106K (Glassdoor est.),01b0481ae39f70f32f0c54a0ea39ba14cb3048df5dd28ce17abb9f8267682e84,3.7,8128c7b9b3df9381fb0fce418fa20294e4f18be89bae2ae6dcd267d94e15534f,"Fort Belvoir, VA","Lorton, VA",6.0,1954.0,3.0,Aerospace & Defense,Aerospace & Defense,4.0,"Harris, Fibertek"
203.0,Data Engineer,$79K-$106K (Glassdoor est.),cbc6f83b64a4e49659537d1406da7fee24918c7283fe0114c17c8d7afc738c3c,4.4,2932d886b1dd64f848dc372e35dd30ceb50520f2b06b98ced7b74d25a54a0234,"San Francisco, CA","San Francisco, CA",7.0,2008.0,2.0,Computer Hardware & Software,Information Technology,9.0,-1
204.0,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$79K-$106K (Glassdoor est.),53a8314b2f9c320c5fa755d0b83ac0dad61b794b1357fd8cefbb5a83aee0c51b,3.9,76196d350bac42c856fc5e62efbb3a2eecd92f210c94cda3a1743166210f00f6,"Cambridge, MA","Basel, Switzerland",2.0,1996.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,-1
205.0,Data Engineer,$79K-$106K (Glassdoor est.),a2cdbdcb61c739a1865d1ca2123eecab751fc6400c6559fac352fe533d4c7bfe,3.6,fb3f6b82ff8c779a531b6c323ddc685ec48794a452f97b05703a315552716da4,"Linthicum Heights, MD","Mc Lean, VA",3.0,2001.0,2.0,Research & Development,Business Services,0.0,-1
206.0,Data Science Instructor,$79K-$106K (Glassdoor est.),a0c89032b97593c66a23b615cbb76cdb2b9d7d3d4e967f872c5692d0a594c95b,4.5,0a8248e28f4541817ca50daaa8df62cf99053074e25acf6021460b1a95fb2ab9,"Herndon, VA","Mc Lean, VA",6.0,2012.0,2.0,Enterprise Software & Network Solutions,Information Technology,4.0,"Leidos, CACI International, Booz Allen Hamilton"
207.0,Senior Business Intelligence Analyst,$79K-$106K (Glassdoor est.),41d667bf2f98e3050f3604d0646f445b93483697fc67a047785be83ad0d47c21,3.7,be8146b196e80eceb376834d45b170da8a695766c586060f6913f2583ad398eb,"Maple Plain, MN","Maple Plain, MN",3.0,1999.0,3.0,Miscellaneous Manufacturing,Manufacturing,4.0,-1
208.0,In-Line Inspection Data Analyst,$79K-$106K (Glassdoor est.),efe40ded36f0b7cc115baacb9983b9065142d7fe117768a2d1aba9380f4fa214,2.9,472118ef4859df17ec39d66fb36f14b8d12ba95f99b01708ed44321f943543cc,"Tulsa, OK","Kent, WA",4.0,1996.0,3.0,Oil & Gas Services,"Oil, Gas, Energy & Utilities",9.0,-1
209.0,Data Scientist - TS/SCI FSP or CI Required,$79K-$106K (Glassdoor est.),c8fdc15b700a87d64a5addf6d56a410d1d5be311341ec332a7fbc7f6124e8077,5.0,c2fbe84c71acf93080c5fd5817d3af69ec7fef3764d815fcc6e00e8568f1713f,"Annapolis Junction, MD","Woodbine, MD",1.0,2011.0,2.0,IT Services,Information Technology,1.0,-1
211.0,Senior Data Scientist,$79K-$106K (Glassdoor est.),a586bcba4169ceed048463b61fcff0402cf456c802618816433c531d950e1754,3.5,290ed85eb6e03dcab47f02a3b6c23f925899ab894895c31fef3ad21662b249ed,"Herndon, VA","Westminster, CO",5.0,-1.0,3.0,Aerospace & Defense,Aerospace & Defense,5.0,-1
212.0,Data Scientist - TS/SCI Required,$79K-$106K (Glassdoor est.),c4afbba2aa5530da479929007faf033ab5da4836f25d91f2d58881d3daf2ee76,5.0,c2fbe84c71acf93080c5fd5817d3af69ec7fef3764d815fcc6e00e8568f1713f,"Baltimore, MD","Woodbine, MD",1.0,2011.0,2.0,IT Services,Information Technology,1.0,-1
213.0,Data Science Software Engineer,$79K-$106K (Glassdoor est.),be08afb742156228b86fd6b2babedec759ab177999ce74b3e60b748189f6aa53,4.8,18a2b3dcadc2c9ae7607bb2326319d3d8a8d211740429f47bea8f3945a31f212,"Boston, MA","Boston, MA",4.0,2012.0,2.0,Computer Hardware & Software,Information Technology,13.0,-1
214.0,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$79K-$106K (Glassdoor est.),d7da204d4a414234f76d3bc444f8584a9d6acb778ba22c8b6f964171aee6aa8b,3.9,809ff41533db0c58b8d2a494fef0c02a152dc9e08ca17700a8b7721c3eb0b565,"Oklahoma City, OK","San Antonio, TX",3.0,1947.0,7.0,Research & Development,Business Services,10.0,"Los Alamos National Laboratory, Battelle, SRI International"
215.0,AI Ops Data Scientist,$79K-$106K (Glassdoor est.),b280a39d98db3eebe907acaeb0c6fe0c973c9535db3c41f4529d375a91ab6b7c,4.0,9742994ee37c26ac9e6ff40c81312af23875968817b887482a23a87960f41774,"Gaithersburg, MD","Cambridge, United Kingdom",2.0,1913.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,"Roche, GlaxoSmithKline, Novartis"
216.0,"Intelligence Data Analyst, Senior",$79K-$106K (Glassdoor est.),b761b2de09b65cad204f01048aac9661926f4b3ae3f54a59f585f921ba6b3b6e,4.3,34e558f696a6c7ce3914c615194cbc34aa5ad27396f3e4fba1c47a4e193a9f11,"Fort Belvoir, VA","Reston, VA",6.0,2010.0,2.0,IT Services,Information Technology,4.0,"ManTech, Booz Allen Hamilton, Leidos"
217.0,Analytics Manager - Data Mart,$79K-$106K (Glassdoor est.),a12e715badd011e8be8a59d9c3b7a0da19dd38db749fe59c7797a1b761c99525,3.5,3aa517b1de742ced4cd7294228abfafb8710b0e7d598068f73e75063d6fc6cf3,"Scotts Valley, CA","Scotts Valley, CA",6.0,1996.0,7.0,Health Care Services & Hospitals,Health Care,10.0,-1
218.0,Data Modeler (Analytical Systems),$79K-$106K (Glassdoor est.),3c484bf7bd72c99cf0126d7ecaa018dc5dcb31d18b99d3120c88100e92c8fcee,3.7,c6b41097758563d48447f2791fe938c98dda858a40103246720e37e48211fb9b,"Boston, MA","Springfield, MA",5.0,1851.0,2.0,Insurance Carriers,Insurance,3.0,-1
219.0,"Senior Machine Learning Scientist - Bay Area, CA",$79K-$106K (Glassdoor est.),b0d9cbf984292d8845f8768cfe3255a60e58e33501537dc6b3ba70881d09938a,3.3,a0b75d92440c2257ca5d5273e62706d6e5ba628382a03a3e337533ba9f10cf3b,"Redwood City, CA","Chicago, IL",6.0,2015.0,2.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,13.0,-1
220.0,Report Writer-Data Analyst,$79K-$106K (Glassdoor est.),c850f2ff80c4ba6ac3eb91a5d3ccb81207c5f9d5d9278ceaa7f960e87d0accd7,3.1,27e021f854796830f1d5044cf64ef84d32a5108fef41b129ffff344393c9d68a,"Spartanburg, SC","Spartanburg, SC",3.0,1955.0,2.0,Lending,Finance,13.0,-1
221.0,Data Scientist/Machine Learning,$71K-$123K (Glassdoor est.),4f1dfa8b00a08055c2ca8a55e34face2fe5d5a7b2ab4cc833d768012bdc6ddee,4.3,ffc2ee4194b061f9b40364b550361ee11b13913ba2d80a1db82ee85b272daad8,"New York, NY","New York, NY",7.0,2011.0,2.0,Internet,Information Technology,4.0,"Crossix Solutions Inc., AppNexus, The Trade Desk"
222.0,Data Scientist - Risk,$71K-$123K (Glassdoor est.),f2051aa2e55fb4f73632cd532c882eb5a1cb3fb63b9f383d61c8c8830f5a905d,4.2,fbcf1ece37c0154a7f12a902619edc9620c6a1149ae925dc6e834ae7a4498688,"Orlando, FL","Orlando, FL",7.0,1996.0,2.0,Investment Banking & Asset Management,Finance,4.0,-1
